Category,Origin Category,Clean Title,Detail,PDF File
형사,['[형사]'],무인 점포에 두고 간 다수의 신용카드 등을 훔친 뒤 사용한 피고인에게 실형을 선고한 사례,고단 사기 사기미수 컴퓨터등사용사기 무인 점포에 피해자들이 두고 간 다수의 신용카드 등을 훔친 뒤 사용하여 절도 사기 등으로 기소된 피고인에게 실형을 선고한 사례 항소기각 및 상고기각으로 확정,형사_11
형사,['[형사]'],필로폰을 수수한 피고인에게 실형을 선고한 사례,고단 마약류관리에관한법률 위반 피고인이 상선으로부터 물건을 받으라는 지시를 받고 필로폰 약 를 수수한 사안에서 초범인 피고인에게 징역 년의 실형을 선고한 사례 항소기각 및 상고기각으로 확정,형사_12
형사,['[형사]'],타인을 공격하여 사망에 이르게 한 피고인의 형사책임,사건 고합 상해치사 담당재판부 제 형사부 재판장 지귀연 판결의 대체적 내용 주요 범죄사실 요약 피고인이 피해자로부터 욕설을 듣고서 불만을 품고 있던 중 마주오던 피해자를 발견하고 피해자를 강하게 밀어 넘어뜨린 다음 소지하고 있던 장우산으로 피해자의 왼쪽 눈 부위를 찔러 피해자를 의식불명 상태에 빠뜨렸고 이로 인해 피해자가 치료를 받던 중 사망한 사안 양형 피해자가 이 사건으로 인해 생명을 잃게 되었는바 그 어떠한 방법으로도 회복이 불가능한 점 범행 경위에 참작할 만한 사정이 전혀 없는 점 유족들을 상대로 피해 회복을 위해 노력하고 있다고 볼 만한 정황도 없는 점 범행 이후 상당 기간 도피하는 등 책임을 회피했던 점 등을 불리한 정상으로 피고인이 순간적으로 격분하여 우발적으로 범행에 이른 것으로 보이는 점 피해자의 입원 시점과 사망 시점 사이에 상당한 시간적 간격이 있는 점 피해자의 공격과 피해자의 사망 사이에 상당인과관계가 인정됨은 물론이나 그 과정에 또 다른 요인이 일정 정도 개입했을 가능성을 배제하기 어려운 점 등을 유리한 정상으로 각각 참작하여 피고인에게 징역 년을 선고하였음 끝,형사_13
형사,['[형사]'],타인을 따라가 불안감을 조성한 피고인의 형사책임,사건 고정 경범죄처벌법위반 담당재판부 제 형사단독 재판장 이종민 판결의 대체적 내용 주요 범죄사실 요약 피고인이 야간에 피해자를 따라와 함께 엘리베이터에 타고서 같이 내린 다음 비상구를 통해 내려감으로써 피해자에게 불안감을 조성한 사안 유죄의 이유 피고인이 같은 층에 거주하는 피해자와 함께 엘리베이터를 타고서 올라가 해당 층에 도착하였음에도 내리지 않고 닫힘 버튼을 눌러 특별한 이유 없이 더 올라간 점 피고인이 비상구를 통해 내려와서도 귀가하지 않고 층에서 배회한 점 등에 비추어서 불안감 조성 행위로 인한 경범죄처벌법위반죄를 인정하기에 충분하다고 판단하여 피고인에게 벌금 만 원을 선고하였음 끝,형사_14
형사,['[형사]'],피고인이 버린 담배꽁초가 화재 발생의 조건이나 원인이 되었다고 보기 어려워 무죄를 선고한 사안,사건 고정 실화 담당재판부 제 형사단독 재판장 류경진 판결의 대체적 내용 공소사실 피고인이 흡연 후 담배꽁초를 피해자의 화분에 버린 과실로 그 화분을 소훼시켰다는 형법상 실화의 점 판단 피고인이 여러 차례 담배를 비벼 끄고 불씨를 확인했던 점에 비추어서 피고인이 버린 담배꽁초의 불씨가 화재 발생 당시까지 남아있었다고 단정하기 어렵고 화재 발생 지점과 화재 발생까지의 시간적 간격 등을 종합하여 보았을 때 제출된 증거들만으로는 피고인이 버린 담배꽁초의 불씨가 완전히 제거되지 않고 남아 있었다거나 이와 같이 남은 불씨가 화재 발생의 조건이나 원인이 되었다는 점에 관하여 합리적 의심의 여지가 없을 정도로 증명되었다고 보기에 부족하다는 이유로 피고인에게 무죄를 선고하였음 끝,형사_15
형사,['[형사]'],지하철에서 다른 승객들을 밀치며 이동한 피고인의 형사책임,사건 고단 과실치상 등 담당재판부 제 형사단독 재판장 김택형 판결의 대체적 내용 주요 범죄사실 요약 피고인이 지하철 객차 사이를 이동함에 있어 그 주의의무를 다하지 않은 채 다른 승객들을 세게 밀치며 활보함으로써 이에 겁을 먹은 다수의 승객들이 열차 밖으로 달려나오다가 상해를 입고 아울러 열차의 운행을 중단시킨 사안 유죄의 이유 및 양형 등 증거들에 의해 과실치상죄와 업무방해죄 모두 유죄로 인정함 특히 피고인이 혼잡한 열차 내에서 다른 승객들을 밀쳐 가며 빠른 속도로 활보한 것은 업무방해죄의 위력으로써 그 정도가 가볍지 않고 자신의 행위로 인해 다수의 승객이 도망가는 상황에서도 이와 같은 행위를 멈추지 않은 점 등에 비추어서 피고인에게 미필적이나마 업무방해죄의 고의가 있다고 판단함 범행에 따른 결과가 가볍지 않으나 과실치상 피해자들의 피해회복을 위해 다소나마 노력한 점 등 참작하여 피고인에게 벌금 만 원을 선고하였음 끝,형사_16
형사,['[형사]'],사람들이 있는 곳에 물건을 파손시킬 의도로 벽돌을 던졌다가 상해 사고를 발생시킨 피고인의 형사책임,사건 고단 중과실치상 담당재판부 제 형사단독 재판장 박소정 판결의 대체적 내용 주요 범죄사실 요약 피고인이 드라마 촬영으로 잠을 이루지 못하자 이에 화가 난 나머지 주거지 건물 옥상에 설치된 조명기구를 부수고자 벽돌을 던졌으나 빗나가 인근에서 촬영을 위해 서 있던 피해자의 후두부를 충격하여 상해를 입힌 사안 유죄의 이유 및 양형 등 피고인의 범행 동기나 범행 내용에 비추어 볼 때 죄책이 중하고 범행 이후 현재까지 상당 시일이 경과하도록 피해 회복을 해 주지 못하고 있는 등 양형의 여러 조건들을 두루 참작하여 피고인에게 금고 개월을 선고하였음 끝,형사_17
형사,['[형사]'],사기,피고인이 보이스피싱 조직원의 제안을 받고 피해자를 직접 만나 피해금원을 수거하는 일명 차 현금수거책 역할을 담당하기로 한 후 수사를 빙자한 보이스피싱 범행의 피해자로부터 억 만 원권 자기앞수표를 교부받아 이를 보이스피싱 조직원에게 전달하여 보이스피싱 범행에 가담한 사안에서 피고인에 대하여 징역 년의 실형을 선고한 사례,형사_18
형사,['[형사]'],전기통신금융 사기피해방지및피해금환급에관한특별법위반 등,피고인 는 보이스피싱 조직원의 제안으로 대가를 받고 해외에서 타인 명의 국내 휴대전화번호로 수 발신할 수 있도록 하는 중계기 등을 설치하고 이를 관리하는 일명 중계기 관리책 역할 및 보이스피싱 피해금을 보이스피싱 조직원에게 전달하거나 환전하여 송금하는 일명 수거책 내지 환전책 역할 등을 피고인 는 피고인 의 부탁으로 중계기 등이 설치된 장소 일부를 관리하는 중계기 관리책 역할을 각각 담당하기로 한 후 피고인 는 합계 만 원 상당의 피고인 는 합계 만 원 상당의 보이스피싱 범행에 가담한 사안에서 피고인 에 대하여 징역 년 피고인 에 대하여 징역 년 월의 실형을 선고한 사례,형사_19
형사,['[형사]'],공기업 한국마사회의 조교사 평가 및 선발업무의 공정성을 방해하고 다른 지원자들의 공정한 선발을 받을 기회를 박탈한 피고인 에게 징역 월의 실형을 선고,부산지방법원 선고 노 업무방해 한국마사회 부산경남지역본부 경마처장인 피고인 가 개업조교사 선발심사에서 지원자의 발표자료를 사전에 검토하고 심사위원들이 기대하는 방향으로 수정하여 이를 제출 사용하는 방식으로 예비 조교사로 선발되게 함으로써 한국마사회의 조교사 평가 및 선발업무의 공정성을 방해하고 선발심사에 대한 사회적 신뢰를 현저히 저해하고 다른 지원자들의 공정한 선발을 받을 기회를 박탈하였다고 판단하여 심의 무죄를 파기하고 징역 월의 실형을 선고한 사례,형사_20
형사,['[형사]'],부정한 방법으로 합계 만 원 상당의 보조금을 수급한 피고인들에게 징역 개월의 실형을 선고,부산지방법원 선고 고단 사기 등 중소벤처기업진흥공단 및 한국발명진흥회 부산지부가 운영하고 주관하는 사업에서 이들을 기만하여 합계 만 원을 편취하고 위 금액 상당의 국고보조금 지방보조금을 거짓신청이니 부정한 방법으로 수령한 피고인들에게 각 징역 개월의 실형을 선고한 사례,형사_21
형사,['[형사]'],일명 싸커킥 으로 피해자의 머리 부분을 무차별 폭행하고 피해자의 물품을 강취하여 강도살인미수죄를 저지른 축구선수 출신의 피고인에게 징역 년의 중형을 선고,부산지방법원 선고 고합 강도살인미수 일면식 없는 피해자가 피고인의 폭행으로 인하여 의식을 잃은 상태에 있음에도 축구선수 출신으로 싸커킥 의 위험성을 잘 알면서도 급소 부분인 피해자의 머리 부분을 주먹 발 등으로 무차별 폭행하고 반항 억압의 상태를 이용하여 물품을 강취하였으며 의식을 잃고 쓰러져 있는 피해자를 재차 발로 차고 밟는 잔혹한 범행을 저지른 피고인에게 살인의 고의를 인정하여 징역 년의 중형을 선고한 사례,형사_22
형사,['[형사]'],피난구 유도등의 관리에 관하여 소방안전관리자에게 무죄를 선고함,대구지방법원 선고 고정 판결 제 형사단독 재판장 안경록 부장판사 판결요지 건물의 관리소장이자 소방안전관리자인 피고인이 건물 각층 출입문 상단에 설치된 소방시설인 피난구유도등이 불상의 시점에 가벽으로 사무실로 구획되어 해당 사무실 밖에서 건물을 출입하는 사람들이 피난구유도등을 볼 수 없는 등 그 기능이 폐쇄 차단되어 있음에도 건물소유자에게 위 소방시설의 개수 이전 수리 등 필요한 조치를 요구하지 아니하였다 는 내용으로 공소제기된 것에 대하여 관련 법령의 해석에 비추어 피고인의 의무위반을 인정할 수 없다는 이유로 무죄를 선고한 사례,형사_23
형사,['[형사]'],급발진사고 주장에 대하여 피고인 운전과실로 인한 사고라고 본 항소심판결,최근 선고된 형사판결 중 주요판결로 소개할 판결이 있어 민사시리즈 도중에 형사판결을 게시합니다 이 사건은 차량 급발진에 대하여 심의 판단과 항소심의 판단이 다른 사안입니다 피고인은 대학교 캠퍼스 내 광장을 가로지르는 비정상적인 방법으로 차량을 주행하여 피해자를 충격하여 사망에 이르게 하였습니다 피고인은 이 사건 사고는 차량 결함에 의한 급발진 사고로 사고 당시 브레이크 페달을 밟았지만 제동장치가 작동하지 않았다고 주장하였습니다 심 법원은 아래와 같은 이유로 피고인에게 무죄를 선고하였습니다 에서 지점까지 속도가 계속 증가하는데 교통사고분석서 보도블럭 화분을 충격하면서도 운전자가 브레이크로 착각하여 가속페달을 계속 밟고 있었다고 보기 어렵다 당시 차량에는 피고인 가족이 같이 타고 있어 피고인이 비정상적으로 주행할 이유가 없고 지점에서 방향을 틀고 지점에서 피해자를 피하려고 방향을 튼 점에서 의도적으로 주행한 것이 아니라고 볼 수 있다 피고인이 만약 엑셀을 브레이크로 착각하여 밟았다면 정지시키기 위해 페달을 로 끝까지 밟았을 것인데 피고인은 가속페달을 밟은 양은 이하로 계산된다 따라서 착각하여 브레이크 대신 가속페달 밟은 것으로 보기 어렵다 에서 지점까지 계속 가속되고 감속은 안 되었는데 그 사이에 브레이크등이 여러 차례 점등된다 또한 에서 지점에서 감속하다 정지하였는데 그때는 차량 브레이크등이 들어오지 않았다 따라서 차량결함을 의심할 여지가 충분하다 항소심 심 재판부는 국립과학수사원의 감정결과 도로교통공단의 교통사고 분석결과 전문심리위원들의 의견 영상 자료 등을 면밀히 분석하여 차량의 결함에 따른 급발진 사고가 아니라 피고인이 가속페달을 브레이크 페달로 오인하여 밟는 등 피고인의 운전 과실에 기인한 사고라고 판단하여 피고인에게 유죄를 선고하였습니다 사고 직후 국림과학수사연구원에서 한 차량 감정결과에 따르면 이 사건 차량의 엔진에서 가속페달과 무관한 차량가속이 확인되지 않고 제동페달 작동시 엔진이 작동하지 않는 상태에서도 정상적으로 각 바퀴에 제동력이 형성된다 또한 제동페달을 작동하면 후미 제동등이 점등되는 것이 확인되나 영상에서는 피해자 충돌 이전에 제동등이 꺼진 상태로 확인된다 이 사건 차량은 브레이크 페달을 밝으면 실제 작동 여부와 무관하게 브레이크등에 불이 들어오는 차량이다 사고 직후 차량의 스위치나 전선 브레이크등은 모두 정상적으로 작동되었는데 에는 연석 및 화단과 충돌할 때 매우 짧은 시간 브레이크등이 점등되었다고 소등되는 현상이 있었을 뿐 브레이크를 밟았을 때 통상 나타나는 시간 동안 점등되는 모습이 발견되지 않는다 게다가 사고 당시 브레이크등이 차례 켜졌다 꺼졌다를 반복하는데 지속시간이 초 초에 불과하다 그런데 운전자가 아무리 빨리 브레이크 페달을 밟았다가 떼더라도 초 이하로 점등과 소등을 반복하는 것은 사실상 불가능한 것으로 보인다 전문심리위원 의견서 따라서 피고인이 브레이크페달을 밟은 것이 아니라 차량 충돌에 따른 가속력과 관성력에 의한 브레이크스위치 오작동에 의한 것으로 보인다 국립과학수사연구원 심은 감속 과정에서 브레이크 등이 점등되지 않아 차량결함이 의심된다고 보았으나 차량은 피해자를 충돌하고 화분과 연석을 차례로 충돌하면서 감속한 것이어서 충돌 과정에서 피고인의 발이 가속페달에서 떨어져 자연스럽게 차량이 감속하였다고 볼 가능성이 충분하다 도로교통공단 사실조회 한편 이 사건 사고에는 차량급발진 사고에서 나타나는 여러 가지 특징 스키드 마크 요마크 현상 가속타이어 자국 이 발견되지 않는다 전문심리위원 의견서 가속 또한 가속페달 밟았을 때 이루어지는 통상적인 가속으로 보일 뿐 자동차 결함에 따른 급격한 가속으로 보이지 않는다 도로교통공단 교통사고분석서 마지막으로 이 사건을 심리한 대전지방법원 제 형사부에서 급발진 사고와 관련하여 설시한 판단 방법을 적으며 주요판결 소개를 마치겠습니다 자세한 내용은 첨부된 판결문을 참조해 주시기 바랍니다 최근 자동차 사고와 관련하여 논란이 되고 있는 급발진 이란 자동차가 운전자의 제어를 벗어나 의지와 관계없이 가속되는 현상을 말하는데 통상적으로 엔진 출력 의 급격한 상승 스핀 마크의 발생 브레이크 미작동 등의 현상을 수반하는 것으로 알려져 있다 급발진 여부가 쟁점이 되는 재판에서는 대부분 이러한 현상의 원인이 운전자의 운전 미숙 가속페달을 브레이크페달로 오인하여 밟는 페달 오인 사고 인지 아니면 자동차의 기계적 혹은 전기적 결함인지가 치열하게 다투어지고 있다 통상의 주행 형태와 다른 비정상적인 차량의 운행으로 인한 교통사고가 발생하였고 이에 대하여 차량의 운전자가 급발진 사고를 주장하는 경우 이를 심리하는 법원으로서는 위와 같은 양자의 가능성 페달 오인 또는 차량의 결함 을 모두 염두에 두고 차량 운전자나 동승자 목격자의 진술뿐만 아니라 급발진의 원인 및 현상에 대한 공학적 과학적 이해와 접근방법을 통하여 차량의 주행 형태와 당시의 운전 상황 차량의 가속장치나 제동장치 등 기계적 장치나 전자장치의 결함 유무 사고 당시 운전자의 가속장치나 제동장치의 조작 여부 등에 관한 여러 간접사실이나 정황사실을 객관적으로 면밀히 분석하여 사고 발생의 원인을 합리적으로 추론하여야 할 것이다 한편 급발진 사고 여부에 관한 과학적 분석방법을 사용함에 있어 해당 분야의 전문가가 자신의 기술적 지식과 역량을 동원하여 제시한 의견은 이를 배척할 만한 특별한 사정이 없는 한 존중할 필요가 있다,형사_24
형사,['[형사]'],특정범죄가중처벌등에관한법률위반 등 사건,춘천지방법원 고단 판결 형사 특정범죄가중처벌등에관한법률위반 도주치상 등 사건 피고인이 고속도로 차로를 주행하다 연속하여 차로로 진로변경을 하였고 이로 인하여 차로에서 정상 진행 중이던 차량 운전자가 피고인 차량과의 충돌을 피하기 위하여 차로로 진로 변경을 하면서 교통사고가 발생하였으나 피고인이 즉시 정차하여 필요한 조치를 취하지 아니하고 현장을 이탈한 사안에서 피고인은 비정상적인 운전으로 진로를 변경할 경우 이른바 비접촉사고 가 발생할 수 있음을 인식할 수 있음에도 교통사고 발생 시의 필요한 조치를 취하지 아니하였다고 판단하여 피고인에게 유죄 판결을 선고한 사건,형사_25
형사,['[형사]'],상습정체구간에서의 끼어들기 위반 인정례,서울서부지방법원 선고 고정 판결 담당재판부 제 형사단독 판결요지 직진차로가 정체되고 있는 구간에서 좌회전 차로를 진행 중인 차량이 직진차로로 차로를 변경하려 하자 교통단속 중인 경찰관이 이를 수신호로 제지하였으나 이를 어기고 직진차로로 변경 후 교차로를 통과한 경우 끼어들기 금지규정 위반을 인정한 사례,형사_26
형사,['[형사]'],중앙선 실선구간에서의 유턴으로 인한 비접촉사고에서의 과실 인정례,서울서부지방법원 선고 노 판결 담당재판부 제 형사부 판결요지 유턴 전용 포켓차로가 설치된 도로에서 유턴 신호로 바뀌자 포켓차로 진입 전의 중앙선 실선 구간에서 유턴하는 과정에서 상대 차로를 정도 진행하던 원동기장치자전거가 유턴 차량을 피하기 위하여 급제동 과정에서 중심을 잃고 넘어진 경우 중앙선 실선구간에서의 유턴으로 인한 과실과 사고 발생 사이의 상당인과관계를 인정한 사례,형사_27
형사,['[형사]'],인터넷 중고거래 사이트 소액사기 사건,서울서부지방법원 선고 고단 병합 병합 병합 등 사건 담당재판부 제 형사단독 판결요지 집행유예 기간 중 인터넷 중고거래 사이트에 물품을 판매한다는 내용으로 피해자를 기망하여 건당 원부터 원 사이의 재물을 취득한 소액사기 사안에서 실형을 선고한 사례,형사_28
형사,['[형사]'],아동복지법위반 사건 국민참여재판 판결,춘천지방법원 고합 판결 형사 아동복지법위반 사건 국민참여재판 판결 춘천지방법원 고합 판결 공부방을 운영하는 피고인이 피해아동이 교육을 받는 도중 울며 소리를 질렀다는 이유로 피해아동 뒤에서 한 손으로 피해아동의 입을 막고 다른 손으로 피해아동의 뒷통수를 잡아 앞뒤로 수회에 걸쳐 흔들고 계속하여 양손으로 피해아동의 어깨를 세게 눌러 피해아동에 대한 신체적 학대행위를 하였다는 공소사실로 기소된 사안에서 배심원 명이 전원일치로 무죄로 평결한 것을 존중하여 무죄판결을 선고한 사건,형사_29
형사,['[형사]'],국민체육진흥법위반 등 사건,춘천지방법원 노 판결 춘천지방법원 고단 판결 형사 국민체육진흥법위반 등 사건 피고인들이 공모하여 스포츠 경기에 관한 인터넷 도박사이트를 개설한 사안에서 피고인들이 압수수색 또는 긴급체포가 위법함을 이유로 증거능력이 없다고 주장하였으나 이를 모두 배척하고 피고인들이 국민체육진흥법위반 도박개장등 죄 등의 죄책을 진다고 판단한 판결,형사_30
